"rules","support","confidence","lift","count"
"{tropical fruit,detergent} => {whole milk}",0.00203355363497712,0.606060606060606,2.3719085000422,20
"{root vegetables,detergent} => {whole milk}",0.00274529740721912,0.627906976744186,2.45740752736931,27
"{yogurt,detergent} => {whole milk}",0.00213523131672598,0.538461538461538,2.1073494750375,21
"{rolls/buns,detergent} => {whole milk}",0.00203355363497712,0.666666666666667,2.60909935004642,20
"{other vegetables,detergent} => {whole milk}",0.00355871886120996,0.555555555555556,2.17424945837202,35
"{tropical fruit,pickled vegetables} => {other vegetables}",0.00203355363497712,0.540540540540541,2.79359759128545,20
"{root vegetables,pickled vegetables} => {other vegetables}",0.00213523131672598,0.525,2.713281660536,21
"{whipped/sour cream,baking powder} => {other vegetables}",0.00244026436197255,0.533333333333333,2.75634962340165,24
"{whipped/sour cream,baking powder} => {whole milk}",0.00264361972547026,0.577777777777778,2.2612194367069,26
"{tropical fruit,baking powder} => {whole milk}",0.00203355363497712,0.540540540540541,2.1154859594971,20
"{root vegetables,baking powder} => {other vegetables}",0.0025419420437214,0.714285714285714,3.69153967419863,25
"{root vegetables,baking powder} => {whole milk}",0.00233858668022369,0.657142857142857,2.57182650218862,23
"{yogurt,baking powder} => {other vegetables}",0.00233858668022369,0.511111111111111,2.64150172242658,23
"{yogurt,baking powder} => {whole milk}",0.0032536858159634,0.711111111111111,2.78303930671619,32
"{rolls/buns,baking powder} => {other vegetables}",0.00213523131672598,0.6,3.10089332632685,21
"{rolls/buns,baking powder} => {whole milk}",0.00223690899847483,0.628571428571429,2.4600079586152,22
"{other vegetables,baking powder} => {whole milk}",0.00437214031520081,0.597222222222222,2.33731816774992,43
"{flour,sugar} => {whole milk}",0.00284697508896797,0.571428571428571,2.23637087146836,28
"{whipped/sour cream,flour} => {whole milk}",0.0025419420437214,0.625,2.44603064066852,25
"{root vegetables,flour} => {other vegetables}",0.00233858668022369,0.5,2.58407777193904,23
"{root vegetables,flour} => {whole milk}",0.00294865277071683,0.630434782608696,2.46730047232651,29
"{yogurt,flour} => {other vegetables}",0.00274529740721912,0.5625,2.90708749343142,27
"{yogurt,flour} => {whole milk}",0.0025419420437214,0.520833333333333,2.03835886722377,25
"{rolls/buns,flour} => {whole milk}",0.00203355363497712,0.540540540540541,2.1154859594971,20
"{other vegetables,flour} => {whole milk}",0.00376207422470768,0.596774193548387,2.33556474076736,37
"{butter,soft cheese} => {whole milk}",0.00203355363497712,0.740740740740741,2.89899927782936,20
"{soft cheese,domestic eggs} => {other vegetables}",0.00203355363497712,0.645161290322581,3.33429389927619,20
"{soft cheese,domestic eggs} => {whole milk}",0.00213523131672598,0.67741935483871,2.65118159762782,21
"{whipped/sour cream,soft cheese} => {other vegetables}",0.00223690899847483,0.733333333333333,3.78998073217726,22
"{whipped/sour cream,soft cheese} => {whole milk}",0.00203355363497712,0.666666666666667,2.60909935004642,20
"{tropical fruit,soft cheese} => {other vegetables}",0.00213523131672598,0.65625,3.39160207566999,21
"{tropical fruit,soft cheese} => {whole milk}",0.00213523131672598,0.65625,2.56833217270195,21
"{root vegetables,soft cheese} => {other vegetables}",0.00244026436197255,0.727272727272727,3.75865857736588,24
"{root vegetables,soft cheese} => {whole milk}",0.00233858668022369,0.696969696969697,2.72769477504854,23
"{yogurt,soft cheese} => {whole milk}",0.00345704117946111,0.576271186440678,2.25532316698928,34
"{pip fruit,grapes} => {tropical fruit}",0.00213523131672598,0.567567567567568,5.40894091766185,21
"{grapes,pastry} => {other vegetables}",0.00203355363497712,0.526315789473684,2.72008186519899,20
"{tropical fruit,grapes} => {other vegetables}",0.00366039654295882,0.6,3.10089332632685,36
"{grapes,root vegetables} => {other vegetables}",0.00274529740721912,0.613636363636364,3.17136817465246,27
"{grapes,yogurt} => {other vegetables}",0.00284697508896797,0.608695652173913,3.1458338093171,28
"{grapes,yogurt} => {whole milk}",0.00233858668022369,0.5,1.95682451253482,23
"{grapes,whole milk} => {other vegetables}",0.00386375190645653,0.527777777777778,2.72763764815788,38
"{tropical fruit,cat food} => {whole milk}",0.00264361972547026,0.553191489361702,2.16499733301725,26
"{root vegetables,cat food} => {other vegetables}",0.00284697508896797,0.608695652173913,3.1458338093171,28
"{yogurt,specialty chocolate} => {whole milk}",0.0025419420437214,0.531914893617021,2.08172820482428,25
"{meat,root vegetables} => {other vegetables}",0.00274529740721912,0.54,2.79080399369417,27
"{meat,root vegetables} => {whole milk}",0.00315200813421454,0.62,2.42646239554318,31
"{meat,yogurt} => {other vegetables}",0.00284697508896797,0.538461538461538,2.78285298516512,28
"{tropical fruit,frozen meals} => {whole milk}",0.00355871886120996,0.648148148148148,2.53662436810069,35
"{root vegetables,frozen meals} => {other vegetables}",0.0025419420437214,0.657894736842105,3.40010233149874,25
"{root vegetables,frozen meals} => {whole milk}",0.00264361972547026,0.684210526315789,2.67775985925817,26
"{yogurt,frozen meals} => {whole milk}",0.00335536349771225,0.540983606557377,2.11721996438194,33
"{butter,hard cheese} => {whipped/sour cream}",0.00203355363497712,0.512820512820513,7.15402800509183,20
"{butter,hard cheese} => {other vegetables}",0.00203355363497712,0.512820512820513,2.65033617634774,20
"{butter,hard cheese} => {whole milk}",0.00213523131672598,0.538461538461538,2.1073494750375,21
"{hard cheese,domestic eggs} => {whole milk}",0.00213523131672598,0.552631578947368,2.16280604017006,21
"{hard cheese,fruit/vegetable juice} => {whole milk}",0.00213523131672598,0.51219512195122,2.00455193966981,21
"{whipped/sour cream,hard cheese} => {other vegetables}",0.00274529740721912,0.613636363636364,3.17136817465246,27
"{whipped/sour cream,hard cheese} => {whole milk}",0.00264361972547026,0.590909090909091,2.31261078754115,26
"{sausage,hard cheese} => {other vegetables}",0.00294865277071683,0.568627450980392,2.93875511318558,29
"{tropical fruit,hard cheese} => {other vegetables}",0.00203355363497712,0.5,2.58407777193904,20
"{tropical fruit,hard cheese} => {whole milk}",0.00233858668022369,0.575,2.25034818941504,23
"{root vegetables,hard cheese} => {other vegetables}",0.00345704117946111,0.618181818181818,3.194859790761,34
"{root vegetables,hard cheese} => {whole milk}",0.0032536858159634,0.581818181818182,2.27703216004052,32
"{yogurt,hard cheese} => {whole milk}",0.0041687849517031,0.650793650793651,2.54697793695008,41
"{hard cheese,rolls/buns} => {other vegetables}",0.00294865277071683,0.5,2.58407777193904,29
"{dessert,butter milk} => {whole milk}",0.00203355363497712,0.714285714285714,2.79546358933546,20
"{butter milk,fruit/vegetable juice} => {other vegetables}",0.00233858668022369,0.5,2.58407777193904,23
"{butter milk,whipped/sour cream} => {other vegetables}",0.00233858668022369,0.605263157894737,3.12809414497884,23
"{butter milk,whipped/sour cream} => {whole milk}",0.00294865277071683,0.763157894736842,2.98673215071104,29
"{pip fruit,butter milk} => {other vegetables}",0.0032536858159634,0.64,3.30761954808198,32
"{pip fruit,butter milk} => {whole milk}",0.00264361972547026,0.52,2.03509749303621,26
"{tropical fruit,butter milk} => {whole milk}",0.00284697508896797,0.518518518518518,2.02929949448055,28
"{root vegetables,butter milk} => {other vegetables}",0.00284697508896797,0.56,2.89416710457173,28
"{root vegetables,butter milk} => {whole milk}",0.00315200813421454,0.62,2.42646239554318,31
"{butter milk,yogurt} => {whole milk}",0.00457549567869853,0.535714285714286,2.09659769200159,45
"{root vegetables,candy} => {other vegetables}",0.00223690899847483,0.523809523809524,2.70712909441233,22
"{root vegetables,candy} => {whole milk}",0.00244026436197255,0.571428571428571,2.23637087146836,24
"{ham,domestic eggs} => {whole milk}",0.00213523131672598,0.51219512195122,2.00455193966981,21
"{ham,fruit/vegetable juice} => {whole milk}",0.00223690899847483,0.578947368421053,2.26579680398769,22
"{ham,whipped/sour cream} => {other vegetables}",0.00213523131672598,0.51219512195122,2.64710405905951,21
"{ham,whipped/sour cream} => {whole milk}",0.00264361972547026,0.634146341463415,2.48182621101977,26
"{ham,pip fruit} => {other vegetables}",0.00264361972547026,0.666666666666667,3.44543702925206,26
"{ham,pastry} => {whole milk}",0.00233858668022369,0.560975609756098,2.1954616482098,23
"{ham,tropical fruit} => {whole milk}",0.00274529740721912,0.509433962264151,1.99374572975246,27
"{ham,root vegetables} => {other vegetables}",0.00213523131672598,0.583333333333333,3.01475740059555,21
"{ham,root vegetables} => {whole milk}",0.00213523131672598,0.583333333333333,2.28296193129062,21
"{ham,yogurt} => {whole milk}",0.00396542958820539,0.590909090909091,2.31261078754115,39
"{ham,rolls/buns} => {whole milk}",0.00345704117946111,0.5,1.95682451253482,34
"{ham,other vegetables} => {whole milk}",0.00477885104219624,0.522222222222222,2.0437944908697,47
"{butter,sliced cheese} => {whole milk}",0.00203355363497712,0.540540540540541,2.1154859594971,20
"{whipped/sour cream,sliced cheese} => {other vegetables}",0.00213523131672598,0.552631578947368,2.85608595845894,21
"{whipped/sour cream,sliced cheese} => {whole milk}",0.00274529740721912,0.710526315789474,2.7807506230758,27
"{pip fruit,sliced cheese} => {other vegetables}",0.00213523131672598,0.51219512195122,2.64710405905951,21
"{pip fruit,sliced cheese} => {whole milk}",0.00223690899847483,0.536585365853659,2.10000679393981,22
"{citrus fruit,sliced cheese} => {whole milk}",0.00203355363497712,0.588235294117647,2.30214648533508,20
"{tropical fruit,sliced cheese} => {yogurt}",0.00274529740721912,0.519230769230769,3.72203689167975,27
"{tropical fruit,sliced cheese} => {other vegetables}",0.00305033045246568,0.576923076923077,2.9816281983912,30
"{tropical fruit,sliced cheese} => {whole milk}",0.00284697508896797,0.538461538461538,2.1073494750375,28
"{root vegetables,sliced cheese} => {other vegetables}",0.00376207422470768,0.672727272727273,3.47675918406344,37
"{root vegetables,sliced cheese} => {whole milk}",0.00315200813421454,0.563636363636364,2.20587490503925,31
"{yogurt,sliced cheese} => {whole milk}",0.00457549567869853,0.569620253164557,2.22929374845739,45
"{other vegetables,sliced cheese} => {whole milk}",0.00457549567869853,0.50561797752809,1.97881130481049,45
"{oil,coffee} => {other vegetables}",0.00203355363497712,0.606060606060606,3.13221548113824,20
"{beef,oil} => {whole milk}",0.00203355363497712,0.645161290322581,2.52493485488364,20
"{oil,margarine} => {other vegetables}",0.00203355363497712,0.555555555555556,2.87119752437671,20
"{oil,fruit/vegetable juice} => {other vegetables}",0.00213523131672598,0.567567567567568,2.93327747084972,21
"{citrus fruit,oil} => {other vegetables}",0.0025419420437214,0.510204081632653,2.63681405299902,25
"{citrus fruit,oil} => {whole milk}",0.0025419420437214,0.510204081632653,1.99675970666818,25
"{tropical fruit,oil} => {other vegetables}",0.0025419420437214,0.543478260869565,2.80878018689026,25
"{tropical fruit,oil} => {whole milk}",0.0025419420437214,0.543478260869565,2.12698316579872,25
"{root vegetables,oil} => {other vegetables}",0.00386375190645653,0.550724637681159,2.84623058938213,38
"{root vegetables,oil} => {whole milk}",0.00447381799694967,0.63768115942029,2.49566024787049,44
"{yogurt,oil} => {other vegetables}",0.0032536858159634,0.615384615384615,3.18040341161728,32
"{yogurt,oil} => {whole milk}",0.00315200813421454,0.596153846153846,2.33313691879151,31
"{rolls/buns,oil} => {whole milk}",0.00305033045246568,0.6,2.34818941504178,30
"{other vegetables,oil} => {whole milk}",0.00508388408744281,0.510204081632653,1.99675970666818,50
"{onions,frozen vegetables} => {other vegetables}",0.00213523131672598,0.67741935483871,3.50100859423999,21
"{pork,onions} => {other vegetables}",0.00203355363497712,0.526315789473684,2.72008186519899,20
"{onions,butter} => {root vegetables}",0.00203355363497712,0.5,4.58722014925373,20
"{onions,butter} => {other vegetables}",0.00233858668022369,0.575,2.9716894377299,23
"{onions,butter} => {whole milk}",0.00305033045246568,0.75,2.93523676880223,30
"{onions,domestic eggs} => {other vegetables}",0.0025419420437214,0.520833333333333,2.69174767910317,25
"{onions,domestic eggs} => {whole milk}",0.00274529740721912,0.5625,2.20142757660167,27
"{onions,whipped/sour cream} => {other vegetables}",0.00315200813421454,0.62,3.20425643720441,31
"{onions,whipped/sour cream} => {whole milk}",0.00274529740721912,0.54,2.1133704735376,27
"{pip fruit,onions} => {other vegetables}",0.00213523131672598,0.617647058823529,3.19209607121882,21
"{pip fruit,onions} => {whole milk}",0.00223690899847483,0.647058823529412,2.53236113386859,22
"{citrus fruit,onions} => {other vegetables}",0.00355871886120996,0.636363636363636,3.28882625519515,35
"{onions,shopping bags} => {other vegetables}",0.00213523131672598,0.5,2.58407777193904,21
"{onions,bottled water} => {other vegetables}",0.00294865277071683,0.5,2.58407777193904,29
"{tropical fruit,onions} => {other vegetables}",0.00366039654295882,0.642857142857143,3.32238570677877,36
"{tropical fruit,onions} => {whole milk}",0.00284697508896797,0.5,1.95682451253482,28
"{root vegetables,onions} => {other vegetables}",0.00569395017793594,0.602150537634409,3.11200763932444,56
"{root vegetables,onions} => {whole milk}",0.00477885104219624,0.505376344086022,1.97786563632552,47
"{onions,yogurt} => {other vegetables}",0.00386375190645653,0.535211267605634,2.76605507982207,38
"{onions,yogurt} => {whole milk}",0.00386375190645653,0.535211267605634,2.09462905567107,38
"{onions,whole milk} => {other vegetables}",0.00660904931367565,0.546218487394958,2.82294210379895,65
"{berries,butter} => {whole milk}",0.00244026436197255,0.648648648648649,2.53858315139652,24
"{berries,fruit/vegetable juice} => {whole milk}",0.00203355363497712,0.555555555555556,2.17424945837202,20
"{berries,pastry} => {whole milk}",0.00233858668022369,0.547619047619048,2.14318875182385,23
"{berries,bottled water} => {other vegetables}",0.00203355363497712,0.5,2.58407777193904,20
"{tropical fruit,berries} => {whole milk}",0.00335536349771225,0.5,1.95682451253482,33
"{berries,root vegetables} => {whole milk}",0.00366039654295882,0.553846153846154,2.16755946003857,36
"{chicken,hamburger meat} => {other vegetables}",0.00244026436197255,0.648648648648649,3.35231710954254,24
"{beef,hamburger meat} => {other vegetables}",0.00213523131672598,0.567567567567568,2.93327747084972,21
"{beef,hamburger meat} => {whole milk}",0.00223690899847483,0.594594594594595,2.32703455544681,22
"{hamburger meat,curd} => {other vegetables}",0.00203355363497712,0.645161290322581,3.33429389927619,20
"{hamburger meat,curd} => {whole milk}",0.0025419420437214,0.806451612903226,3.15616856860455,25
"{pork,hamburger meat} => {other vegetables}",0.00203355363497712,0.625,3.2300972149238,20
"{pork,hamburger meat} => {whole milk}",0.00213523131672598,0.65625,2.56833217270195,21
"{frankfurter,hamburger meat} => {whole milk}",0.00223690899847483,0.666666666666667,2.60909935004642,22
"{hamburger meat,butter} => {other vegetables}",0.00244026436197255,0.558139534883721,2.88455193146684,24
"{hamburger meat,butter} => {whole milk}",0.00305033045246568,0.697674418604651,2.73045280818812,30
"{hamburger meat,domestic eggs} => {other vegetables}",0.00233858668022369,0.575,2.9716894377299,23
"{hamburger meat,domestic eggs} => {whole milk}",0.0025419420437214,0.625,2.44603064066852,25
"{hamburger meat,fruit/vegetable juice} => {whole milk}",0.00203355363497712,0.571428571428571,2.23637087146836,20
"{hamburger meat,whipped/sour cream} => {other vegetables}",0.00244026436197255,0.571428571428571,2.95323173935891,24
"{hamburger meat,whipped/sour cream} => {whole milk}",0.00264361972547026,0.619047619047619,2.4227351107574,26
"{hamburger meat,pip fruit} => {other vegetables}",0.00294865277071683,0.659090909090909,3.40628433573783,29
"{hamburger meat,pip fruit} => {whole milk}",0.0025419420437214,0.568181818181818,2.22366421878957,25
"{hamburger meat,pastry} => {whole milk}",0.0025419420437214,0.555555555555556,2.17424945837202,25
"{hamburger meat,citrus fruit} => {whole milk}",0.00223690899847483,0.564102564102564,2.20769945003928,22
"{sausage,hamburger meat} => {whole milk}",0.00264361972547026,0.509803921568627,1.99519362062374,26
"{hamburger meat,tropical fruit} => {other vegetables}",0.00233858668022369,0.547619047619048,2.83018041688562,23
"{hamburger meat,root vegetables} => {other vegetables}",0.00366039654295882,0.590163934426229,3.05005900950182,36
"{hamburger meat,root vegetables} => {whole milk}",0.00396542958820539,0.639344262295082,2.50216904881501,39
"{hamburger meat,yogurt} => {other vegetables}",0.00345704117946111,0.53125,2.74558263268523,34
"{hamburger meat,yogurt} => {whole milk}",0.00396542958820539,0.609375,2.38487987465181,39
"{hamburger meat,rolls/buns} => {other vegetables}",0.00467717336044738,0.541176470588235,2.79688417668696,46
"{hamburger meat,rolls/buns} => {whole milk}",0.00437214031520081,0.505882352941176,1.97984597738817,43
"{pork,hygiene articles} => {whole milk}",0.00203355363497712,0.588235294117647,2.30214648533508,20
"{margarine,hygiene articles} => {whole milk}",0.00223690899847483,0.578947368421053,2.26579680398769,22
"{butter,hygiene articles} => {other vegetables}",0.00233858668022369,0.534883720930233,2.76436226765572,23
"{butter,hygiene articles} => {whole milk}",0.00305033045246568,0.697674418604651,2.73045280818812,30
"{domestic eggs,hygiene articles} => {whole milk}",0.00274529740721912,0.574468085106383,2.24826646121022,27
"{whipped/sour cream,hygiene articles} => {other vegetables}",0.00233858668022369,0.547619047619048,2.83018041688562,23
"{whipped/sour cream,hygiene articles} => {whole milk}",0.00244026436197255,0.571428571428571,2.23637087146836,24
"{pip fruit,hygiene articles} => {whole milk}",0.00305033045246568,0.638297872340426,2.49807384578913,30
"{pastry,hygiene articles} => {whole milk}",0.0025419420437214,0.555555555555556,2.17424945837202,25
"{sausage,hygiene articles} => {whole milk}",0.00244026436197255,0.558139534883721,2.1843622465505,24
"{bottled water,hygiene articles} => {whole milk}",0.00305033045246568,0.535714285714286,2.09659769200159,30
"{tropical fruit,hygiene articles} => {whole milk}",0.00406710726995425,0.606060606060606,2.3719085000422,40
"{root vegetables,hygiene articles} => {whole milk}",0.00355871886120996,0.660377358490566,2.58448520523467,35
"{yogurt,hygiene articles} => {whole milk}",0.00396542958820539,0.541666666666667,2.11989322191272,39
"{rolls/buns,hygiene articles} => {whole milk}",0.00305033045246568,0.517241379310345,2.02430121986361,30
"{other vegetables,hygiene articles} => {whole milk}",0.00518556176919166,0.542553191489362,2.12336276892076,51
"{salty snack,long life bakery product} => {whole milk}",0.00203355363497712,0.606060606060606,2.3719085000422,20
"{whipped/sour cream,salty snack} => {other vegetables}",0.00274529740721912,0.529411764705882,2.73608234675899,27
"{whipped/sour cream,salty snack} => {whole milk}",0.00274529740721912,0.529411764705882,2.07193183680157,27
"{pip fruit,salty snack} => {whole milk}",0.00213523131672598,0.525,2.05466573816156,21
"{tropical fruit,salty snack} => {other vegetables}",0.00284697508896797,0.509090909090909,2.63106100415612,28
"{root vegetables,salty snack} => {other vegetables}",0.00284697508896797,0.571428571428571,2.95323173935891,28
"{cream cheese ,sugar} => {whole milk}",0.00203355363497712,0.740740740740741,2.89899927782936,20
"{frozen vegetables,sugar} => {other vegetables}",0.00203355363497712,0.645161290322581,3.33429389927619,20
"{curd,sugar} => {whole milk}",0.00233858668022369,0.676470588235294,2.64746845813534,23
"{sugar,napkins} => {whole milk}",0.00203355363497712,0.606060606060606,2.3719085000422,20
"{pork,sugar} => {other vegetables}",0.00223690899847483,0.5,2.58407777193904,22
"{pork,sugar} => {whole milk}",0.00264361972547026,0.590909090909091,2.31261078754115,26
"{frankfurter,sugar} => {whole milk}",0.00213523131672598,0.567567567567568,2.22126025747196,21
"{butter,sugar} => {whole milk}",0.00213523131672598,0.67741935483871,2.65118159762782,21
"{domestic eggs,sugar} => {whole milk}",0.00355871886120996,0.714285714285714,2.79546358933546,35
"{whipped/sour cream,sugar} => {other vegetables}",0.00264361972547026,0.541666666666667,2.7994175862673,26
"{whipped/sour cream,sugar} => {whole milk}",0.00315200813421454,0.645833333333333,2.52756499535747,31
"{pip fruit,sugar} => {other vegetables}",0.00244026436197255,0.51063829787234,2.63905815006541,24
"{pip fruit,sugar} => {whole milk}",0.0025419420437214,0.531914893617021,2.08172820482428,25
"{pastry,sugar} => {whole milk}",0.00264361972547026,0.509803921568627,1.99519362062374,26
"{citrus fruit,sugar} => {other vegetables}",0.00244026436197255,0.51063829787234,2.63905815006541,24
"{citrus fruit,sugar} => {whole milk}",0.00274529740721912,0.574468085106383,2.24826646121022,27
"{sausage,sugar} => {whole milk}",0.00213523131672598,0.583333333333333,2.28296193129062,21
"{sugar,bottled water} => {whole milk}",0.00264361972547026,0.553191489361702,2.16499733301725,26
"{tropical fruit,sugar} => {whole milk}",0.00284697508896797,0.595744680851064,2.33153558940319,28
"{root vegetables,sugar} => {other vegetables}",0.00345704117946111,0.53968253968254,2.78916330939452,34
"{root vegetables,sugar} => {whole milk}",0.00345704117946111,0.53968253968254,2.11212804527568,34
"{sugar,soda} => {whole milk}",0.00376207422470768,0.513888888888889,2.01118074899412,37
"{yogurt,sugar} => {whole milk}",0.00366039654295882,0.529411764705882,2.07193183680157,36
"{other vegetables,sugar} => {whole milk}",0.00630401626842908,0.584905660377358,2.28911546749356,62
"{pork,waffles} => {other vegetables}",0.00213523131672598,0.617647058823529,3.19209607121882,21
"{butter,waffles} => {other vegetables}",0.00203355363497712,0.571428571428571,2.95323173935891,20
"{whipped/sour cream,waffles} => {whole milk}",0.00315200813421454,0.62,2.42646239554318,31
"{root vegetables,waffles} => {whole milk}",0.00386375190645653,0.584615384615385,2.28797943004071,38
"{rolls/buns,waffles} => {whole milk}",0.00467717336044738,0.511111111111111,2.00030950170226,46
"{white bread,long life bakery product} => {whole milk}",0.00244026436197255,0.558139534883721,2.1843622465505,24
"{long life bakery product,chocolate} => {whole milk}",0.00305033045246568,0.576923076923077,2.25787443754018,30
"{frozen vegetables,long life bakery product} => {other vegetables}",0.00203355363497712,0.526315789473684,2.72008186519899,20
"{frozen vegetables,long life bakery product} => {whole milk}",0.00203355363497712,0.526315789473684,2.05981527635244,20
"{long life bakery product,napkins} => {whole milk}",0.00264361972547026,0.553191489361702,2.16499733301725,26
"{butter,long life bakery product} => {other vegetables}",0.00244026436197255,0.558139534883721,2.88455193146684,24
"{butter,long life bakery product} => {whole milk}",0.0025419420437214,0.581395348837209,2.27537734015677,25
"{domestic eggs,long life bakery product} => {whole milk}",0.00203355363497712,0.526315789473684,2.05981527635244,20
"{fruit/vegetable juice,long life bakery product} => {whole milk}",0.00335536349771225,0.540983606557377,2.11721996438194,33
"{whipped/sour cream,long life bakery product} => {whole milk}",0.0032536858159634,0.56140350877193,2.19713629477594,32
"{pip fruit,long life bakery product} => {whole milk}",0.00244026436197255,0.533333333333333,2.08727948003714,24
"{sausage,long life bakery product} => {whole milk}",0.00274529740721912,0.509433962264151,1.99374572975246,27
"{bottled water,long life bakery product} => {whole milk}",0.00213523131672598,0.5,1.95682451253482,21
"{tropical fruit,long life bakery product} => {whole milk}",0.0032536858159634,0.516129032258065,2.01994788390691,32
"{root vegetables,long life bakery product} => {other vegetables}",0.00335536349771225,0.634615384615385,3.27979101823032,33
"{root vegetables,long life bakery product} => {whole milk}",0.00294865277071683,0.557692307692308,2.18261195628884,29
"{yogurt,long life bakery product} => {whole milk}",0.00457549567869853,0.523255813953488,2.04783960614109,45
"{other vegetables,long life bakery product} => {whole milk}",0.00569395017793594,0.533333333333333,2.08727948003714,56
